Carlos Vera,@CarlosVerareal,May 27,Alcalde Yunda cada vez más cerca de irse...
Patricio Jijon Larco,@PatricioJijonL1,3h,"Si el Concejo Metropolitano no destituye hoy al impresentable Alcalde Yunda, el pueblo de Quito barrerá con todos !"
Patricia Terán Basso,@PatiTeran,4h,"Hoy se decide el destino de nuestra capital. Si no se logran los votos para la remoción del alcalde Yunda, Quito se levanta. No permitiremos más atracos a los ciudadanos con tantas necesidades."
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Edwinner,@edwinner77,May 31,Replying to 
Antisana Media Online,@AntisanaMedia,May 28,#Quito | Alcalde 
UCSG Televisión,@ucsg_tv,May 28,"#UCSGNoticias | El próximo miércoles, el Concejo Metropolitano de Quito, decidirá sobre la remoción del alcalde de la capital, Jorge Yunda. Informa "
RadioEstilo,@LaRadioEstilo,59m,#Enterate Primer pedido de Mocion para alcalde de #Quito 
Danny Hidalgo,@DhidalgoHidalgo,25m,"La votación de hoy dejará clara la estrategia del correismo, si defienden a Yunda se nos viene convulsión y terrorismo tipo Colombia para la ciudad, necesitan al alcalde para facilitar el caos. Si lo censuran, quieren recuperar votos de Quito para la siguiente elección."
Danny Hidalgo,@DhidalgoHidalgo,2h,Replying to 
Eduardo Yépez,@polo1955ecu,13m,"Igual está pasando con el alcalde Yunda, la prensa mediática lo condenó hace rato, está pasando con usted, no soy abogado, pero esperen que sean juzgados por jueces competentes."
𝙻𝚒𝚗𝚍𝚊 𝙶𝚞𝚊𝚖á𝚗,@lindaguaman,1h,Te leo 
ZoidbergOfi,@ZoidbergOfi,7m,Replying to 
José Olmos,@josolmos,6m,"Se inicia la sesión para tratar la remoción del alcalde de Quito, Jorge Yunda. Se requieren 14 de los 21 votos de los concejales para removerlo. Según los runrunes, habrían 12 votos seguros. Hay 8 correístas que, otra vez, definirían en el tema."
Pablo Villacís,@Minotauro8,4m,#Sondeo
Radio Sonorama,@radiosonorama,21m,"El Concejo Metropolitano de Quito puede “liberarnos de esta administración municipal nefasta” dijo el ex alcalde de la capital, Roque Sevilla, al referirse al proceso de remoción contra Jorge Yunda. "
Cañaveral 96.1 Radio Pública,@canaveral961fm,1m,#CañaveralNoticias | Con 14 votos el Concejo podría remover hoy al alcalde de Quito Jorge Yunda; primera sesión extraordinaria se instaló
WAO,@OCHOAWILO,5m,Replying to 
Rodrigo,@Rodrigo53341048,21m,"Al estilo de ""mama lucha"", el alcalde Yunda busca la ayuda de los comerciantes de los mercados, para que le apoyen y evitar su destitucion. Con su salida, saldran a la luz, mas actos de corrupcion. Fuera Yunda!."
Martin Pallares,@Martinminguchi,34m,"Han sacado de la sesión del Concejo a las barras de los mercados. Y Yunda ya llegó a su despacho, cosa que tiene sorprendidos a muchos en el Concejo porque es conocido que nunca está. ¿Qué estará haciendo?, es la pregunta"
Roberto Sebastián,@BetoSebas7,1m,No me agrada nada el bailarín político que es el alcalde de Quito.
LUIS FERNANDO RUIZ OBANDO,@loboruiz04,47s,"Es una pena que el alcalde #Yunda este en medio de varios procesos de investigación, es una pena porque lo eligió la base popular y defraudó esa confianza. "
ZoidbergOfi,@ZoidbergOfi,7m,Replying to 
Marco Jiron ,@majipa87,3m,Sabes a quienes se les pone grillete? Si a aquellos donde existe riesgo de fuga… ese es nuestro Alcalde… y lo de baby Yunda por Dios el@tráfico de influencias es Innegable! #FueraYunda
FESS,@FESS19579586,14m,https://eluniverso.com/noticias/ecuador/con-14-votos-el-concejo-podria-remover-hoy-al-alcalde-jorge-yunda-primera-sesion-extraordinaria-se-instalo-nota/?utm_source=onesignal&utm_medium=push&utm_campaign=2021-06-02-Con-14-votos-el…
RadioEstilo,@LaRadioEstilo,1h,#Enterate Primer pedido de Mocion para alcalde de #Quito 
Patricia Armijo,@patriciaarmijo6,50s,En el Centro Histórico de Quito ya se encuentran aglomerados los simpatizantes del alcalde Jorge Yunda.
Diario Expreso,@Expresoec,1h,#Atención: Ambiente previo dentro del Concejo del Municipio de #Quito de cara a la sesión que tratará los pedidos de revocatoria del alcalde Jorge Yunda. 
Edison Román,@efar22,May 29,Replying to 
Lolos Lolos,@Lolos2017,May 29,Esperemos que para entonces el alcalde con grillete ya esté fuera . Fuera Yunda fuera .. Y además ya debe empezar a operar Inteligencia Militar .
Jean Cano,@jean_cano,May 31,"Que el PSC pacte con Correa, malo. ¿Que algunos concejales de Quito pacten con el correísmo para sacar a Yunda, bueno?  El pragmatismo extremo es cinismo. Yo no quiero una segunda prefectura. Si hay pactos, que se sepan."
danilo Camacho,@daniloCamacho2,May 31,No se puede tener como alcalde a una persona con grillete acaso eso no es una ofensa para la capital del Ecuador sr periodista Cano aquí no debe haber pactos sino que los concejales deben responder a sus mandantes y el pueblo dice fuera Yunda y punto final
Carlos Chamorro Arturo,@cchamorro17019,May 28,"Por el bien de la ciudad de Quito, y sus habitantes, el “vivísimo” de Yunda, debe ser removido el próximo día miércoles. Nuestra capital no merece un alcalde como este! Solamente la complicidad de los correistas, le permitiría seguir!"
Edgar P Jaramillo S,@jaramilloeps,May 28,La Conision d Mesa del Cabildo de Quito aprobó por UNANIMIDAD dos informes para la REMOCIÓN del alcalde Yunda
NOMBRE,USUARIO,FECHA,MENSAJE
BN Periodismo,@BNPeriodismo,May 28,"La Comisión de Mesa, que revisó los dos pedidos de remoción en contra del alcalde de Quito, aprobó el contenido de ambos informes. Se estima que el próximo 2 de junio, el Concejo Metropolitano decidirá la suerte de Jorge Yunda. Se necesitan 14 de 21 votos para removerlo del cargo"
Radio Elite 99.7 fm,@Radioelite997fm,Jun 1,"Un mes después de que se llamó a juicio al alcalde de Quito, Jorge Yunda, y 13 personas más a quienes se les acusa del delito de peculado por la compra de la Secretaría de Salud de Quito de pruebas PCR, aún no han sido notificados del Tribunal de Juicio."
Justicia Relativa,@JRelativa,May 29,"... salida. Hay que tomar muy en cuenta las ambiciones desmedidas de algunos concejales por ocupar ese puesto y que se han empeñado en serruchar el puesto a Yunda, como su vice alcalde Santiago Guarderas, Luz Elena Coloma y el presentador de televisión Bernardo Abad."
Christian Pintado,@ChristianPinta3,May 31,"Amigos de twitter, ustedes creen que Yunda va a defender a Quito éste 11 de junio que el emponchado de "
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Roberto Sevilla Vasconez,@roberto12370691,May 27,Y que pasa con el Yunda!!!!!????? Sigue de Alcalde!!!???? Y Quito cada vez para atrás
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
4 Pelagatos,@4pelagatos4,May 31,El proceso de remoción de Yunda toma un giro: sí hay votos para destituirlo y podrían venir desde el bloque correísta. ¿Por qué esos concejales han concluido retirar el apoyo al alcalde y bajo qué condiciones? Leálo en el boletín de #4P
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Canal RTU,@CanalRTU,32m,"[#ATENCIÓN]  ""No hay amigos, hay interes políticos""mencionó el Alcalde Jorge #Yunda Alcalde minutos antes de que inicie la sesión."
República Del Banano,@PrensaDelBanano,15h,Prefectura de Pichincha aclara que no convocó a ninguna movilización a favor del Alcalde Jorge Yunda
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Eduardo del Pozo,@eduardodelp,May 27,Se acerca la votación que puede remover a Yunda de su cargo y aquí les comparto este tuit  que sintetiza mis postura sobre el alcalde 
Primicias,@Primicias,May 25,"El alcalde Jorge Yunda deberá afrontar 6 desafíos en sus dos últimos años en el cargo, en medio de la posibilidad de que el Concejo le ordene dejar su cargo. » http://prim.ec/DUHv50EUne8"
Primicias,@Primicias,May 25,"El alcalde Jorge Yunda atraviesa acusaciones de corrupción, y en medio de esto hay tareas pendientes como la compra de pruebas de #Covid19. »"
Julio César,@jcemperador29,9h,Este miércoles se define sobre pedidos de remoción al alcalde Jorge Yunda; son dos sesiones de Concejo y se necesitan 14 de los 21 votos para sacar al funcionario
Marco Navas,@MarcoAnibal,May 30,"Duda de ""acuerdo para dar gobernabilidad"""
LASPUERTASDELTERROR,@puertasdeterror,May 31,Igual nadie le salva de la vergüenza de haber sido parte del peor alcalde de la historia de Quito y para nuestra lección quiteños recordemos que yunda no es quiteño es decir por eso no le duele nuestra ciudad solo se preocupa por su bolsillo
El Comercio,@elcomerciocom,May 31,#ATENCIÓN | ¡Baja en el Municipio de Quito! Linda Guamán renuncia en la Secretaría de Salud » https://bit.ly/3c92x6T
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Canal RTU,@CanalRTU,May 31,"[#ATENCIÓN] Futuro del Alcalde Jorge Yunda. Dialogamos con Omar Cevallos, Concejal de Quito. #RTUNOTICIAS"
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 29,#NOTICIA | ÚLTIMA HORA
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Gustavo Merino,@gustavomerino,May 28,Comisión de Mesa aprueba dos pedidos de remoción del alcalde Yunda https://primicias.ec/noticias/politica/comision-de-mesa-remocion-alcalde-quito/#.YLDXsWz-CrE.twitter… vía 
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Daniel Pachon,@rocko1080,2h,"Yunda ha sido el mejor alcalde de Quito del siglo, y Botaniqo de Uribe & Swarzkopf un ejemplo de sintonía con la comunidad y el medio ambiente. "
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Juan Carlos Vizcaíno Ríos,@JuanVizcainoJAV,May 31,"Excelente comentario, muy claro y preciso. "
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Rokoto Feo,@rokoto_feo,May 31,El Miércoles posiblemente Yunda sea destituido.  Pero yo me pregunto : por qué estos grupos de fachos no hicieron lo mismo con Rodas? Yunda es una deshonra para Quito dicen! Les cuento q una vez llegó Rodas completamente ebrio a una sesión de consejo y nos quitaron las cámaras y
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Alcalde del pueblo Landivar,@andreexumbra,1h,"QUIEN DEBERÍA ESTAR PRESO, ES LENIN MORENO QUE SE LIMPIO EL RECTO CON SUS RESPONSABILIDADES. Y ANTE LA DESESPERACION POR SALVAR VIDAS, ALCALDES COMO YUNDA SALIERON COMO LOCOS A TRATAR DE CONSEGUIR LAS PRUEBAS PCR, NO EXISTIA PROTOCOLO PARA SABER SI ERAN VALIDAS O NO."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
𝐀𝐭𝐡𝐨𝐬𝐄𝐫𝐚𝐬𝐦𝐮𝐬∴,@AthosErasmus,May 31,"El nivel de corrupción del Alcalde de Quito, Jorge Yunda. Es el infierno"
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
johnkings,@johnKGye,Jun 1,"JORGE YUNDA: es el peor alcalde de Quito eso nadie lo duda ni Correa, pero es el alcalde del correismo"
Soluciones San Francisco,@soluciones_san,2h,Podrán votar los concejales correistas en contra del Alcalde Yunda; cuando tienen su gente manejando las gerencias de las Empresas Municipales???
Diario Extra,@DiarioExtraEc,2h,"Si 14 de los 21 concejales de Quito votan a favor de la remoción del cargo de Jorge Yunda, este le diría ‘chaolín’ a la alcaldía. Hoy es el día cero..."
DelaCuadra,@JD_DelaCuadra,14h,El Concejo Metropolitano: 
Skarfly,@skarfly,32m,Como puede ser posible q los comerciantes de mercados apoyen al nefasto alcalde yunda 
URSS,@RenatoSamanieg8,10h,Mañana a esta hora quiero dormir feliz sabiendo que el infeliz de Yunda ya no es alcalde de Quito veamos que dicen los consejales???
Radio Sonorama,@radiosonorama,May 31,Los dos pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano. Ese día se conocerá si el burgomaestre sigue o no en el cargo. 
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Edwinner,@edwinner77,May 31,Replying to 
Brither Villagrán,@0rph3n,20h,Replying to 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
Bernardo Abad,@babadmerchan,May 28,"La Comisión de Mesa encargada de tramitar los pedidos de remoción del Alcalde Jorge Yunda, emitió los informes favorables, y la próxima semana en sesión extraordinaria del "
Rena-Quitu,@renaquitu,1h,Lo irónico de Quito es que los mismos que buscan sacarle al alcalde (ID-CREO-UE) son los mismos q le pusieron y q ahora mismo ya gobiernan la ciudad dentro de todas las comisiones. 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
MF DOOM,@MrRager02,28m,Que turro y duro hablar de la situación del alcalde Yunda.
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
La Voz del Tomebamba,@tomebamba,May 27,#Quito: Aprobados los pedidos de remoción contra el alcalde Jorge Yunda. Se convocarán dos sesiones para que el concejo metropolitano vote a favor o en contra de cada proceso. https://bit.ly/34pfxRz → Expreso
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Bernardo Abad,@babadmerchan,Jun 1,"Si el día de mañana, se da paso a los pedidos de remoción en contra de Jorge Yunda, sería la primera vez que un Alcalde de #Quito sea removido de su cargo, por incumplimiento de sus funciones."
DelaCuadra,@JD_DelaCuadra,19h,Hoy se tomó 1:30 para decidir la orden del día en el Concejo de Quito. Alcalde Yunda decidió en su lugar pasar un vídeo de Roque Sevilla que expresa como ciudadano el malestar que vive la ciudad por el mal manejo de Yunda.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Patricio Javier Díaz,@PatricioJDiaz,May 30,Washington Andrade defendiendo a Jorge Yunda...un abogado a la medida del defendido.
Diario Extra,@DiarioExtraEc,1h,"Luz Elena Coloma, concejal de #Quito, explica que como ente máximo de la ciudad, el Concejo tiene que pronunciarse respecto a lo que está sucediendo con el alcalde Jorge Yunda."
Diario Extra,@DiarioExtraEc,1h,Replying to 
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Gengis Hank,@elprofesorhank,15h,Moncayo es uno de los culpables que Yunda sea Alcalde.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Yunda alexi,@DuqueYunda,May 31,"Puros paños de agua tibia de este alcaldE, SOLO FALTA SU RENUNCIA YAAA"
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
DelaCuadra,@JD_DelaCuadra,20h,"#Quito | Mañana miércoles a las 15:30 se decide la remoción del alcalde Jorge Yunda en el concejo metropolitano, se necesitan 14 votos de los 21 concejales. Yunda también debe responder ante la justicia en un juicio administrativo y otro penal con prisión de hasta 13 años."
Esteban Villamar,@EstebanVillama9,2h,"Buenos días #Quito , hoy se decide si continúa en el poder el alcalde actual, que poco o nada ha hecho por la ciudad. La capital de un país no debe jamás, tener como líder a alguien con procesos legales encima. Señores concejales hagan lo correcto y remuevan a #Yunda de una vez."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
UrbanimalQuito,@urbanimalquito,May 28,"Para finalizar el alcalde de Quito, Dr. Jorge Yunda, "
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
sigridinquito,@sigridvasconez,May 28,Será que por fin hay algo de ética en el Municipio #DMQ y destituyen a #Yunda
Primicias,@Primicias,15h,"#ATENCIÓN | El miércoles 2 de junio el Concejo Metropolitano de Quito decidirá la suerte del alcalde Jorge Yunda, que enfrenta dos pedidos de remoción. Estas 5 claves explican el caso. »"
Cesar Coronel,@CesarCoronelrp,13h,Mañana es el día en que todos los Quiteños nos unamos para que Yunda deje de ser el alcalde de Quito !
Fermín Antonio Vaca,@FerminVaca,Jun 1,Así están cosas en el Concejo Metropolitano que mañana decide sobre la permanencia de Yunda.
BienPᴇɴsᴀɴᴛᴇ,@Bienpensante1,May 31,#OjoAlDato|#Ecuador |Los 2 pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano de Quito. Hasta ese momento 
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gabriel Hidalgo Andrade,@ghidalgoandrade,28m,"A Quito le urge un chulla al frente de su alcaldía: honorable, diligente, entusiasta, sereno, respetuoso, comprometido. "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Primicias,@Primicias,May 29,El 2 de junio de 2021 se prevé que los 21 concejales de Quito decidan el futuro del alcalde Jorge Yunda. »
Mónica Vaca Orellana,@monicaluciavaca,Jun 1,Verán que son 8 concejales en Quito de Fuerza Compromiso Social (Correistas)
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Dayana Ortiz,@Dayanaortize,May 31,"Para el día miércoles 02 de junio, el Concejo Metropolitano de #Quito analizará los pedidos de remoción contra el alcalde Jorge #Yunda"
adriana muela leon,@adriana_muela,May 31,Sr Alcalde Yunda y miembros del Concejo del Municipio de Quito ¿Qué pueden informar de permisos de construcción en quebradas y zonas protegidas de Quito?
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 29,#NOTICIA | URGENTE
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Panas de Jorge Yunda,@PanasJorgeYunda,17h,“No necesitamos que se pongan en riesgo en esta situación tan delicada” 
Fausto Yépez,@faustoyepez,15h,Sesión determinante para este miércoles en el Concejo Metropolitano de Quito. Dos informes con recomendación de remover a Jorge Yunda del cargo. Un alcalde con 58% de desaprobación a su gestión.
Gabriel Hidalgo Andrade,@ghidalgoandrade,May 29,"El miércoles 2 de junio, Jorge Yunda será ex alcalde de Quito."
